Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueRss9 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 PeakValueVsize9 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobCPU9 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8 TotalJobTime9
1566079200.0 1301.0 96 139 194 NA NA NA NA NA NA 167 557 358 NA NA NA NA NA NA 1465 618 1369 NA NA NA NA NA NA 1408 670 1509 NA NA NA NA NA NA
1566079200.0 1303.17 81 168 254 NA NA NA NA NA NA 154 608 398 NA NA NA NA NA NA 5773 751 1720 NA NA NA NA NA NA 3399 839 1879 NA NA NA NA NA NA
1566079200.0 1309.0 NA 139 361 0 NA NA NA NA NA NA 564 503 0 NA NA NA NA NA NA 669 2245 695 NA NA NA NA NA NA 1597 3434 1015 NA NA NA NA NA
1566079200.0 1325.0 NA 148 361 0 72 NA NA NA NA NA 609 505 0 132 NA NA NA NA NA 525 2197 615 640 NA NA NA NA NA 685 3680 777 929 NA NA NA NA
1566079200.0 1325.5 NA 178 0 NA NA NA NA NA NA NA 271 0 NA NA NA NA NA NA NA 5047 146 NA NA NA NA NA NA NA 6813 448 NA NA NA NA NA NA
1566079200.0 1325.51 NA 158 0 NA NA NA NA NA NA NA 254 0 NA NA NA NA NA NA NA 2056 173 NA NA NA NA NA NA NA 2739 485 NA NA NA NA NA NA
1566079200.0 1325.6 NA 158 NA NA NA NA NA NA NA NA 279 NA NA NA NA NA NA NA NA 3828 NA NA NA NA NA NA NA NA 5535 NA NA NA NA NA NA NA
1566079200.0 1325.7 NA 158 0 NA NA NA NA NA NA NA 279 0 NA NA NA NA NA NA NA 3008 149 NA NA NA NA NA NA NA 4169 262 NA NA NA NA NA NA
1566079200.0 1325.8 NA 166 0 NA NA NA NA NA NA NA 279 0 NA NA NA NA NA NA NA 3560 139 NA NA NA NA NA NA NA 3958 208 NA NA NA NA NA NA
1566079200.0 1329.1 NA 173 0 NA NA NA NA NA NA NA 292 0 NA NA NA NA NA NA NA 2399 159 NA NA NA NA NA NA NA 2028 464 NA NA NA NA NA NA
1566079200.0 133.0 111 112 303 NA NA NA NA NA NA 219 582 436 NA NA NA NA NA NA 3699 656 2012 NA NA NA NA NA NA 1883 1016 2408 NA NA NA NA NA NA
1566079200.0 135.4 316 0 125 NA NA NA NA NA NA 647 0 208 NA NA NA NA NA NA 1074 269 940 NA NA NA NA NA NA 1203 333 1261 NA NA NA NA NA NA
1566079200.0 135.8 147 NA NA NA NA NA NA NA NA 273 NA NA NA NA NA NA NA NA 493 NA NA NA NA NA NA NA NA 1571 NA NA NA NA NA NA NA NA
1566079200.0 136.738 NA 82 352 0 NA NA NA NA NA NA 168 563 0 NA NA NA NA NA NA 844 12882 923 NA NA NA NA NA NA 2295 5838 1122 NA NA NA NA NA
1566079200.0 136.751 NA 91 443 0 NA NA NA NA NA NA 162 609 0 NA NA NA NA NA NA 602 14224 829 NA NA NA NA NA NA 805 6120 1067 NA NA NA NA NA
1566079200.0 136.752 NA 82 358 0 NA NA NA NA NA NA 158 540 0 NA NA NA NA NA NA 733 12692 936 NA NA NA NA NA NA 876 5591 1230 NA NA NA NA NA
1566079200.0 136.753 NA 89 367 0 NA NA NA NA NA NA 154 540 0 NA NA NA NA NA NA 602 12068 769 NA NA NA NA NA NA 791 5068 895 NA NA NA NA NA
1566079200.0 136.761 NA 90 425 0 NA NA NA NA NA NA 166 653 0 NA NA NA NA NA NA 632 18803 920 NA NA NA NA NA NA 826 9306 1251 NA NA NA NA NA
1566079200.0 136.7611 NA 175 0 NA NA NA NA NA NA NA 294 0 NA NA NA NA NA NA NA 5657 155 NA NA NA NA NA NA NA 6437 472 NA NA NA NA NA NA
1566079200.0 136.767 NA 88 360 0 NA NA NA NA NA NA 156 538 0 NA NA NA NA NA NA 581 11632 927 NA NA NA NA NA NA 806 4810 1414 NA NA NA NA NA
1566079200.0 136.7721 NA 174 0 NA NA NA NA NA NA NA 272 0 NA NA NA NA NA NA NA 5521 153 NA NA NA NA NA NA NA 6696 547 NA NA NA NA NA NA
1566079200.0 136.7722 NA 156 0 NA NA NA NA NA NA NA 279 0 NA NA NA NA NA NA NA 1958 146 NA NA NA NA NA NA NA 2636 263 NA NA NA NA NA NA
1566079200.0 136.7801 NA 106 0 NA NA NA NA NA NA NA 182 0 NA NA NA NA NA NA NA 449 289 NA NA NA NA NA NA NA 1250 470 NA NA NA NA NA NA
1566079200.0 136.7802 NA 72 0 NA NA NA NA NA NA NA 146 0 NA NA NA NA NA NA NA 335 177 NA NA NA NA NA NA NA 1125 299 NA NA NA NA NA NA
1566079200.0 136.7803 NA 105 0 NA NA NA NA NA NA NA 180 0 NA NA NA NA NA NA NA 607 216 NA NA NA NA NA NA NA 879 281 NA NA NA NA NA NA
1566079200.0 136.781 NA 110 451 0 NA NA NA NA NA NA 183 695 0 NA NA NA NA NA NA 539 16172 954 NA NA NA NA NA NA 801 6661 1082 NA NA NA NA NA
1566079200.0 136.785 NA 109 439 0 NA NA NA NA NA NA 188 709 0 NA NA NA NA NA NA 714 18088 1050 NA NA NA NA NA NA 939 8044 1478 NA NA NA NA NA
1566079200.0 136.791 NA 108 350 0 NA NA NA NA NA NA 188 494 0 NA NA NA NA NA NA 682 3314 827 NA NA NA NA NA NA 1097 3051 955 NA NA NA NA NA
1566079200.0 136.803 NA 108 345 0 NA NA NA NA NA NA 183 484 0 NA NA NA NA NA NA 706 2856 991 NA NA NA NA NA NA 1161 2974 1326 NA NA NA NA NA
1566079200.0 136.815 NA 114 348 0 NA NA NA NA NA NA 190 517 0 NA NA NA NA NA NA 556 3085 916 NA NA NA NA NA NA 867 3131 1031 NA NA NA NA NA
1566079200.0 136.827 NA 115 359 0 NA NA NA NA NA NA 190 517 0 NA NA NA NA NA NA 589 3034 978 NA NA NA NA NA NA 1342 2818 1218 NA NA NA NA NA
1566079200.0 136.8311 NA 173 0 NA NA NA NA NA NA NA 279 0 NA NA NA NA NA NA NA 2688 150 NA NA NA NA NA NA NA 2585 226 NA NA NA NA NA NA
1566079200.0 136.8521 NA 163 0 NA NA NA NA NA NA NA 270 0 NA NA NA NA NA NA NA 1902 157 NA NA NA NA NA NA NA 1535 458 NA NA NA NA NA NA
1566079200.0 136.8561 NA 235 371 0 NA NA NA NA NA NA 379 558 0 NA NA NA NA NA NA 1891 3242 925 NA NA NA NA NA NA 2929 3210 1171 NA NA NA NA NA
1566079200.0 2017.12 391 0 133 NA NA NA NA NA NA 769 0 209 NA NA NA NA NA NA 1158 415 902 NA NA NA NA NA NA 1215 717 1239 NA NA NA NA NA NA
1566079200.0 2017.7 353 0 126 NA NA NA NA NA NA 768 0 222 NA NA NA NA NA NA 1141 312 938 NA NA NA NA NA NA 1180 407 1087 NA NA NA NA NA NA
1566079200.0 2017.8 188 NA NA NA NA NA NA NA NA 309 NA NA NA NA NA NA NA NA 504 NA NA NA NA NA NA NA NA 691 NA NA NA NA NA NA NA NA
1566079200.0 35.0 NA 137 307 0 NA NA NA NA NA NA 593 438 0 NA NA NA NA NA NA 2109 3269 679 NA NA NA NA NA NA 1382 3354 887 NA NA NA NA NA
1566079200.0 4.17 NA 36 304 0 184 NA NA NA NA NA 94 453 0 283 NA NA NA NA NA 297 3281 677 1655 NA NA NA NA NA 464 4412 1310 2842 NA NA NA NA
1566079200.0 4.22 NA 170 65 71 0 NA NA NA NA NA 271 128 143 0 NA NA NA NA NA 947 457 378 287 NA NA NA NA NA 1628 1034 368 434 NA NA NA NA
1566079200.0 4.28 NA 81 308 0 NA NA NA NA NA NA 142 442 0 NA NA NA NA NA NA 319 3089 2336 NA NA NA NA NA NA 696 4805 2738 NA NA NA NA NA
1566079200.0 4.34 NA 69 322 0 NA NA NA NA NA NA 136 455 0 NA NA NA NA NA NA 467 3662 771 NA NA NA NA NA NA 813 3191 919 NA NA NA NA NA
1566079200.0 4.4 NA 36 324 0 NA NA NA NA NA NA 96 424 0 NA NA NA NA NA NA 312 4069 754 NA NA NA NA NA NA 608 2880 1510 NA NA NA NA NA
1566079200.0 4.64 NA 36 332 0 NA NA NA NA NA NA 93 470 0 NA NA NA NA NA NA 331 6935 643 NA NA NA NA NA NA 697 3823 853 NA NA NA NA NA
1566079200.0 4008.0 65 120 302 NA NA NA NA NA NA 132 558 433 NA NA NA NA NA NA 900 885 1784 NA NA NA NA NA NA 1239 1387 2666 NA NA NA NA NA NA
1566079200.0 44.0 NA 129 305 0 NA NA NA NA NA NA 591 446 0 NA NA NA NA NA NA 2180 3482 653 NA NA NA NA NA NA 1722 3148 1036 NA NA NA NA NA
1566079200.0 5.2 230 0 NA NA NA NA NA NA NA 684 0 NA NA NA NA NA NA NA 1071 275 NA NA NA NA NA NA NA 2671 384 NA NA NA NA NA NA NA
1566079200.0 503.0 45 0 NA NA NA NA NA NA NA 86 0 NA NA NA NA NA NA NA 224 149 NA NA NA NA NA NA NA 701 317 NA NA NA NA NA NA NA
1566079200.0 504.0 41 0 NA NA NA NA NA NA NA 89 0 NA NA NA NA NA NA NA 208 147 NA NA NA NA NA NA NA 753 296 NA NA NA NA NA NA NA
1566079200.0 505.0 45 0 NA NA NA NA NA NA NA 88 0 NA NA NA NA NA NA NA 207 153 NA NA NA NA NA NA NA 675 644 NA NA NA NA NA NA NA
1566079200.0 506.0 38 0 NA NA NA NA NA NA NA 87 0 NA NA NA NA NA NA NA 194 151 NA NA NA NA NA NA NA 449 331 NA NA NA NA NA NA NA
1566079200.0 507.0 44 0 NA NA NA NA NA NA NA 86 0 NA NA NA NA NA NA NA 255 143 NA NA NA NA NA NA NA 727 287 NA NA NA NA NA NA NA
1566079200.0 508.0 35 0 NA NA NA NA NA NA NA 86 0 NA NA NA NA NA NA NA 194 145 NA NA NA NA NA NA NA 785 304 NA NA NA NA NA NA NA
1566079200.0 509.0 35 0 NA NA NA NA NA NA NA 85 0 NA NA NA NA NA NA NA 183 147 NA NA NA NA NA NA NA 404 298 NA NA NA NA NA NA NA
1566079200.0 510.0 42 0 NA NA NA NA NA NA NA 86 0 NA NA NA NA NA NA NA 293 148 NA NA NA NA NA NA NA 925 275 NA NA NA NA NA NA NA
1566079200.0 511.0 42 0 NA NA NA NA NA NA NA 92 0 NA NA NA NA NA NA NA 9487 148 NA NA NA NA NA NA NA 12614 852 NA NA NA NA NA NA NA
1566079200.0 512.0 19 42 0 NA NA NA NA NA NA 68 92 0 NA NA NA NA NA NA 2520 188 151 NA NA NA NA NA NA 38019 784 311 NA NA NA NA NA NA
1566079200.0 513.0 19 42 0 NA NA NA NA NA NA 68 92 0 NA NA NA NA NA NA 692 198 144 NA NA NA NA NA NA 10183 639 279 NA NA NA NA NA NA
1566079200.0 514.0 19 38 0 NA NA NA NA NA NA 68 93 0 NA NA NA NA NA NA 380 210 149 NA NA NA NA NA NA 841 885 318 NA NA NA NA NA NA
1566079200.0 515.0 19 42 0 NA NA NA NA NA NA 68 93 0 NA NA NA NA NA NA 2520 200 146 NA NA NA NA NA NA 38021 469 275 NA NA NA NA NA NA
1566079200.0 516.0 19 43 0 NA NA NA NA NA NA 68 93 0 NA NA NA NA NA NA 706 194 149 NA NA NA NA NA NA 13794 680 307 NA NA NA NA NA NA
1566079200.0 517.0 19 38 0 NA NA NA NA NA NA 64 94 0 NA NA NA NA NA NA 922 204 148 NA NA NA NA NA NA 1626 432 303 NA NA NA NA NA NA
1566079200.0 518.0 19 37 0 NA NA NA NA NA NA 68 91 0 NA NA NA NA NA NA 2521 194 146 NA NA NA NA NA NA 38012 817 318 NA NA NA NA NA NA
1566079200.0 519.0 19 40 0 NA NA NA NA NA NA 68 92 0 NA NA NA NA NA NA 693 194 151 NA NA NA NA NA NA 3969 702 669 NA NA NA NA NA NA
1566079200.0 520.0 19 44 0 NA NA NA NA NA NA 64 93 0 NA NA NA NA NA NA 941 203 146 NA NA NA NA NA NA 2124 675 317 NA NA NA NA NA NA
1566079200.0 521.0 20 43 0 NA NA NA NA NA NA 68 93 0 NA NA NA NA NA NA 605 204 132 NA NA NA NA NA NA 1841 774 364 NA NA NA NA NA NA
1566079200.0 522.0 19 42 0 NA NA NA NA NA NA 68 92 0 NA NA NA NA NA NA 2506 185 147 NA NA NA NA NA NA 38019 476 300 NA NA NA NA NA NA
1566079200.0 523.0 19 46 0 NA NA NA NA NA NA 64 107 0 NA NA NA NA NA NA 882 214 157 NA NA NA NA NA NA 8831 863 293 NA NA NA NA NA NA
1566079200.0 524.0 19 37 0 NA NA NA NA NA NA 64 93 0 NA NA NA NA NA NA 921 207 143 NA NA NA NA NA NA 1656 761 280 NA NA NA NA NA NA
1566079200.0 525.0 19 38 0 NA NA NA NA NA NA 68 93 0 NA NA NA NA NA NA 721 214 149 NA NA NA NA NA NA 11762 827 331 NA NA NA NA NA NA
1566079200.0 526.0 19 42 0 NA NA NA NA NA NA 68 92 0 NA NA NA NA NA NA 2537 193 147 NA NA NA NA NA NA 38025 746 283 NA NA NA NA NA NA
1566079200.0 527.0 19 40 0 NA NA NA NA NA NA 64 94 0 NA NA NA NA NA NA 932 204 156 NA NA NA NA NA NA 1212 794 330 NA NA NA NA NA NA
1566079200.0 528.0 19 39 0 NA NA NA NA NA NA 68 93 0 NA NA NA NA NA NA 696 208 148 NA NA NA NA NA NA 7392 728 319 NA NA NA NA NA NA
1566079200.0 529.0 19 37 0 NA NA NA NA NA NA 68 92 0 NA NA NA NA NA NA 2520 190 149 NA NA NA NA NA NA 38024 547 283 NA NA NA NA NA NA
1566079200.0 530.0 19 45 0 NA NA NA NA NA NA 64 94 0 NA NA NA NA NA NA 920 214 149 NA NA NA NA NA NA 1185 760 289 NA NA NA NA NA NA
1566079200.0 531.0 52 0 NA NA NA NA NA NA NA 196 0 NA NA NA NA NA NA NA 206 145 NA NA NA NA NA NA NA 854 325 NA NA NA NA NA NA NA
1566079200.0 534.0 41 0 NA NA NA NA NA NA NA 104 0 NA NA NA NA NA NA NA 294 149 NA NA NA NA NA NA NA 1069 300 NA NA NA NA NA NA NA
1566079200.0 535.0 95 0 NA NA NA NA NA NA NA 187 0 NA NA NA NA NA NA NA 3414 146 NA NA NA NA NA NA NA 1735 308 NA NA NA NA NA NA NA
1566079200.0 541.0 47 0 NA NA NA NA NA NA NA 99 0 NA NA NA NA NA NA NA 205 142 NA NA NA NA NA NA NA 801 279 NA NA NA NA NA NA NA
1566079200.0 545.0 45 0 NA NA NA NA NA NA NA 97 0 NA NA NA NA NA NA NA 222 151 NA NA NA NA NA NA NA 673 333 NA NA NA NA NA NA NA
1566079200.0 551.0 19 35 0 NA NA NA NA NA NA 64 92 0 NA NA NA NA NA NA 886 192 147 NA NA NA NA NA NA 8015 592 290 NA NA NA NA NA NA
1566079200.0 552.0 19 37 0 NA NA NA NA NA NA 64 93 0 NA NA NA NA NA NA 925 200 148 NA NA NA NA NA NA 1393 827 307 NA NA NA NA NA NA
1566079200.0 554.0 19 43 0 NA NA NA NA NA NA 64 94 0 NA NA NA NA NA NA 1621 208 145 NA NA NA NA NA NA 2448 477 294 NA NA NA NA NA NA
1566079200.0 555.0 19 45 0 NA NA NA NA NA NA 64 93 0 NA NA NA NA NA NA 950 190 146 NA NA NA NA NA NA 2580 1030 346 NA NA NA NA NA NA
1566079200.0 556.0 19 39 0 NA NA NA NA NA NA 68 93 0 NA NA NA NA NA NA 356 208 151 NA NA NA NA NA NA 1261 826 628 NA NA NA NA NA NA
1566079200.0 560.0 43 0 NA NA NA NA NA NA NA 88 0 NA NA NA NA NA NA NA 195 148 NA NA NA NA NA NA NA 622 274 NA NA NA NA NA NA NA
1566079200.0 561.0 46 0 NA NA NA NA NA NA NA 88 0 NA NA NA NA NA NA NA 193 143 NA NA NA NA NA NA NA 468 292 NA NA NA NA NA NA NA
1566079200.0 562.0 19 43 0 NA NA NA NA NA NA 68 93 0 NA NA NA NA NA NA 380 198 155 NA NA NA NA NA NA 1871 646 322 NA NA NA NA NA NA
1566079200.0 7.2 63 239 208 65 0 NA NA NA NA 122 623 342 120 0 NA NA NA NA 870 1553 1125 456 597 NA NA NA NA 1161 2296 1799 748 697 NA NA NA NA
1566079200.0 7.3 NA NA NA NA 0 NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA 839 NA NA NA NA NA NA NA NA 1092 NA NA NA NA
